A,P,B,R,v
0.764767902359,0.182443104636,0.542663594152,2.27928668485,0.0299458848947
0.768227000323,0.0885396808692,0.444541149794,3.07472447805,0.0363786842539
0.771348028185,0.17014905059,0.436067907775,3.19686978637,0.0383056389658
0.772214574344,0.149087382214,0.446116748071,3.12261899362,0.0357129546304
0.772647851267,0.117288844756,0.404469613661,3.50937081667,0.0365534732099
0.776359267756,0.116324519787,0.391219380919,3.70738405673,0.0369703113138
0.768091922855,0.19907354743,0.40020369602,3.47089628493,0.0380447950015
0.772609614323,0.142684965504,0.377369902068,3.77751829288,0.0403655331439
0.780098575612,0.13473954875,0.368267972003,4.02256817649,0.0365679207454
0.779499436613,0.141108673701,0.362233928978,4.07648156106,0.0437135810655
0.780132338964,0.158644468921,0.362779653741,4.08374347354,0.0422687681213
0.784470133158,0.177967544016,0.369860861497,4.09739070211,0.0427184108162
0.786038095872,0.0936305816426,0.39524463643,3.85566063182,0.0418962482338
0.780655189886,0.200609179972,0.387466237376,3.82893126152,0.0430830613585
0.779119635007,0.113493508588,0.349128540688,4.21616366516,0.0425917819859
0.782706918129,0.0951889438044,0.369845621299,4.05992630495,0.0420123560672
0.780016174005,0.105747434999,0.370075741078,4.0011475347,0.0455621398767
0.775958167287,0.0529462736222,0.337863521518,4.27788180942,0.0490741040228
0.78446653303,0.121621069645,0.367243315509,4.12657063039,0.0472570676828
0.792004517331,0.192982400523,0.341765082518,4.60414269334,0.0492304538724
0.786969437012,0.193468720042,0.356312864572,4.3075673414,0.0493688186083
0.768743473829,0.130181731419,0.327523022637,4.24412787833,0.0497567546787
0.770174219119,0.116818840863,0.316430278564,4.40629096586,0.0484960570043
0.767872582647,0.112839454465,0.326534632124,4.23735677991,0.0526796805999
0.769299050295,0.232790323536,0.312036970904,4.44049706617,0.049958692555
0.769055715969,0.169408599618,0.322077788107,4.3145365829,0.0512815552856
0.772599459852,0.132574783157,0.304516598627,4.60873992947,0.0522433831954
0.774465713626,0.136909420638,0.332857659326,4.30406212867,0.0515987348356
0.774323522446,0.210067048223,0.32088198958,4.44423440468,0.054043364438
0.766782878385,0.241487774794,0.312836014358,4.37608418058,0.0523278378434
0.771488783776,0.0977363077919,0.312429392707,4.48430279208,0.0543481358642
0.769310545236,0.224791417795,0.311912466344,4.44227177169,0.0547348435871
0.765900306718,0.216678597486,0.295924473263,4.56556470119,0.0539500903061
0.767376738017,0.15938905628,0.318029023385,4.32670072962,0.0525820445009
0.782552532417,0.113961908657,0.343670454446,4.35602454808,0.0570907431735
0.785605425077,0.147286531137,0.347402116431,4.38155670353,0.0566582002081
0.788523099963,0.176839605614,0.352520970806,4.38835586532,0.0564086074946
0.786367046049,0.152440988906,0.343523434704,4.44594000908,0.0571488461172
0.784375861481,0.13951357406,0.341582684248,4.42285568917,0.0570314737852
0.784093942482,0.176046899984,0.334279890943,4.50517071505,0.0597052790107
0.784921389532,0.193988072013,0.326346687728,4.62397122091,0.0573481291552
0.792681601074,0.188903581901,0.363722333591,4.35306948798,0.058944133334
0.794395304068,0.166581230108,0.344834802526,4.62558521429,0.0588472374881
0.791445557004,0.168984348419,0.344831184143,4.55205970902,0.0575205390773
0.786892751493,0.198453623237,0.3364804316,4.5447726722,0.0601194489708
0.788159060579,0.215929659876,0.323325110419,4.74300157449,0.0616311894384
0.788932996457,0.223588323817,0.349060321571,4.43958867777,0.0626718391097
0.797361439969,0.148824756473,0.365195143003,4.44838098775,0.0607406519458
0.798660276274,0.205362631887,0.374001690977,4.37459597604,0.0622231578944
0.800287687121,0.141295797378,0.377591569984,4.37168799988,0.0588542773103
0.799483711582,0.205754205998,0.376872295983,4.36057340776,0.061329763817
0.797776948012,0.229046210732,0.372443339807,4.37164972617,0.0605335284196
0.801922591614,0.202064042757,0.369661181015,4.50826318814,0.0628076069956
0.79980090644,0.177321613959,0.376416213902,4.37373688898,0.062006030944
0.802398062838,0.172638981633,0.398183827861,4.18278261025,0.0608188164895
0.812336655695,0.181816018328,0.418935570485,4.18608720722,0.0607909684136
0.809050040687,0.220952451668,0.405282952288,4.26235589164,0.065342878437
0.810577482522,0.238923060109,0.403390946806,4.32291917004,0.0638496529924
0.811154584229,0.14376697284,0.419384179809,4.15184834649,0.0629858400545
0.802413801796,0.217490814621,0.393333714621,4.23882847592,0.0655117592116
0.801343961179,0.1885880946,0.378896695968,4.3821445373,0.0669482079535
0.801652725684,0.172958946444,0.388752171296,4.27363031766,0.061647644684
0.806600439303,0.189276041428,0.423997550929,3.9921842816,0.0642526519583
0.809926711395,0.193721809545,0.424427950588,4.06530456678,0.064696923653
0.819893531722,0.161084367188,0.456191700877,3.95225628276,0.0639968010101
0.814307932397,0.20729639536,0.452893138448,3.85606000139,0.0647640740432
0.813848037519,0.213025423238,0.444254861331,3.93897709417,0.06572743444
0.80885221115,0.169102316116,0.465369824426,3.60576156934,0.064738563614
0.812053957131,0.164588972787,0.467108977953,3.65626690536,0.0670515584586
0.817659038488,0.193918066991,0.453899564482,3.92369930566,0.0680080402432
